                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     83,                0.62144,                0.37778,                 1.1151,                0.99155,                0.98671,                0.99399,                0.89621,                0.57061,                0.31577,                 1.1035,              0.0003764,              0.0003764,              0.0003764
                     84,                0.60397,                0.36522,                 1.0952,                0.99634,                0.98131,                0.99408,                0.90052,                0.56992,                0.31544,                  1.105,              0.0003566,              0.0003566,              0.0003566
                     85,                0.60681,                0.36681,                 1.1042,                0.99182,                0.98619,                0.99414,                0.89781,                0.56125,                0.31013,                 1.0958,              0.0003368,              0.0003368,              0.0003368
                     86,                0.59421,                0.35935,                 1.0909,                0.99564,                0.98559,                0.99408,                0.90358,                0.55446,                0.30462,                 1.0921,               0.000317,               0.000317,               0.000317
                     87,                0.58532,                0.35384,                 1.0842,                0.99289,                0.98378,                0.99408,                0.90192,                0.56188,                0.30386,                 1.0972,              0.0002972,              0.0002972,              0.0002972
                     88,                0.59092,                0.35974,                 1.0963,                0.99495,                0.98619,                 0.9942,                0.90283,                0.55703,                0.30337,                 1.0935,              0.0002774,              0.0002774,              0.0002774
                     89,                0.59288,                0.35504,                 1.0899,                0.99289,                0.98438,                0.99404,                0.90217,                0.55728,                0.30536,                 1.0923,              0.0002576,              0.0002576,              0.0002576
                     90,                0.58721,                0.35736,                 1.0833,                0.99378,                0.98679,                0.99417,                0.90278,                0.54722,                0.29801,                 1.0814,              0.0002378,              0.0002378,              0.0002378
                     91,                0.48456,                0.27695,                 1.0122,                0.99695,                0.98133,                0.99416,                 0.9034,                0.54633,                0.29653,                 1.0858,               0.000218,               0.000218,               0.000218
                     92,                 0.4773,                0.27085,                  1.013,                0.99575,                0.98447,                0.99453,                0.90966,                0.54524,                0.29316,                 1.0815,              0.0001982,              0.0001982,              0.0001982
                     93,                0.46519,                0.26403,                 1.0048,                0.99341,                0.98799,                0.99443,                 0.9088,                0.54011,                0.28888,                 1.0856,              0.0001784,              0.0001784,              0.0001784
                     94,                 0.4604,                0.26394,                0.99894,                0.99404,                0.98799,                0.99452,                0.90873,                0.53624,                0.28684,                 1.0787,              0.0001586,              0.0001586,              0.0001586
                     95,                0.45261,                0.25841,                0.99429,                0.99263,                0.98979,                0.99445,                  0.909,                0.53547,                0.28782,                 1.0817,              0.0001388,              0.0001388,              0.0001388
                     96,                0.45319,                0.25734,                0.99844,                0.99457,                0.98956,                0.99445,                0.90916,                0.53563,                0.28695,                 1.0813,               0.000119,               0.000119,               0.000119
                     97,                0.45153,                0.25646,                0.99854,                0.99573,                0.98979,                0.99449,                0.91285,                0.52862,                0.28405,                  1.075,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.44866,                0.25713,                0.99357,                0.99516,                0.98851,                0.99438,                0.91268,                0.52968,                0.28555,                 1.0769,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.44362,                0.25321,                 0.9857,                0.99746,                0.98919,                0.99458,                0.91294,                0.52462,                0.28222,                  1.073,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.44327,                0.25565,                0.99425,                0.99588,                0.98859,                0.99449,                0.91408,                 0.5224,                 0.2806,                 1.0708,               3.98e-05,               3.98e-05,               3.98e-05
